timestamp_range,cause_text,emotion_text
"00:00:36,840 --> 00:00:41,240","And he sees me and he's like, Deadpool!",No way!
"00:02:09,680 --> 00:02:20,039",He was going to put 10 P in the cake cup.,"I knew, and I thought, I was like, yeah, oh, God, oh, man."
"00:02:55,240 --> 00:02:57,800",Lipsome.,LAUGHTER
"00:04:35,639 --> 00:06:12,639","Oh, my God.","Oh, yeah."
"00:06:49,639 --> 00:06:58,639",I think of myself as a Christmas negroni.,LAUGHTER
"00:07:20,639 --> 00:07:25,639",And it turns people that are a bit problematic and boring into interesting people.,Whoa!
"00:08:21,639 --> 00:08:31,639","Oh, that is delicious.",It has just enough Christmas in it.
"00:08:32,639 --> 00:08:35,639","No, that's very good.",That's great.
"00:08:48,639 --> 00:08:51,639",That's good.,That's good.
"00:08:32,639 --> 00:08:35,639","No, that's very good.",That's great.
"00:08:48,639 --> 00:08:50,639",That's good.,That's good.
"00:08:50,639 --> 00:08:52,639",That's good.,That's good.
"00:08:51,639 --> 00:08:53,639",That's good.,That's good.
"00:08:53,639 --> 00:08:55,639","Yeah, it's delicious.","It's good, isn't it?"
"00:08:57,639 --> 00:09:04,639","No, it's delicious.","Oh, that's good."
"00:08:58,639 --> 00:09:04,639",Try that.,"Oh, that's good."
"00:08:59,639 --> 00:09:04,639",We've got our Christmas cocktail.,"Oh, that's good."
"00:09:01,639 --> 00:09:06,639","Oh, that's good.","Oh, that's good."
"00:09:04,639 --> 00:09:07,639","Oh, that's good.","Oh, that's good."
