timestamp_range,cause_text,emotion_text
"00:01:47,919 --> 00:01:51,919","So he looked down again and he said, hey, I'm Jewish.",I know the difference.
"00:04:04,400 --> 00:04:08,640","No, these are proper, proper, a little bit medals.",Wow.
"00:04:16,720 --> 00:04:50,319","Oh, the French got gold.",Oh.
"00:05:43,759 --> 00:05:54,519","But the great thing is, Ireland doesn't ever want any medal in rowing before.",Woo-hoo!
"00:07:11,520 --> 00:07:16,640","And while I was at home, my mother did my washing for me, because I was only 33.",LAUGHTER
"00:07:50,000 --> 00:07:58,000","So I went to the toilet, and I pulled my trousers down, and some of my mother's knickers had got...",LAUGHTER
"00:07:58,000 --> 00:08:02,240","..I got mixed up in the wash, you know.",And I was wearing my mother's underwear.
"00:08:00,240 --> 00:08:04,040",And I was wearing my mother's underwear.,LAUGHTER
"00:07:50,000 --> 00:07:58,000","So I went to the toilet, and I pulled my trousers down, and some of my mother's knickers had got...",LAUGHTER
"00:08:00,240 --> 00:08:04,040",And I was wearing my mother's underwear.,LAUGHTER
"00:08:16,400 --> 00:08:21,520",The curry and the booze...,LAUGHTER
"00:08:22,520 --> 00:08:26,720",I did like a fecal Jackson Pollock.,LAUGHTER
"00:08:48,320 --> 00:08:52,920",And that's when I remembered that I had a microphone directly.,LAUGHTER
"00:09:16,360 --> 00:09:20,599","No, I kind of enjoy it, especially if they do it well.",LAUGHTER
"00:09:24,399 --> 00:09:26,399",I love it.,I only ask!
"00:08:48,320 --> 00:08:52,920",And that's when I remembered that I had a microphone directly.,LAUGHTER
"00:10:14,200 --> 00:10:25,280",I'm from now. I go back in Paris.,and you just kind of... it's kind of awesome.
"00:11:12,600 --> 00:11:15,759",You surprised me.,LAUGHTER
"00:11:19,200 --> 00:11:22,080",You were there.,LAUGHTER
"00:11:24,120 --> 00:11:28,480","So, look, there's...",LAUGHTER
"00:11:34,960 --> 00:11:39,159",Because Al Pacino and Robert are in the middle.,LAUGHTER
"00:12:11,559 --> 00:12:14,559",So...,LAUGHTER
"00:12:34,679 --> 00:12:46,960","But if it's between you and some poor bastard who his wife is going to turn into a widow, brother, you are going down.",LAUGHTER
"00:12:50,639 --> 00:12:59,440",And then Michael Mancott's back to the esteemed gentleman at the end of the sofa.,LAUGHTER
"00:12:42,200 --> 00:12:46,960","brother, you are going down.",LAUGHTER
"00:13:41,200 --> 00:13:44,800",Yeah. It's a good...,LAUGHTER
"00:13:33,519 --> 00:13:37,680","You were playing Gullisport. Yes, I played that.","No, that's great."
"00:14:13,240 --> 00:14:18,840",You talk about your dreams and your life.,It's so great. It's so great.
"00:15:38,759 --> 00:15:41,759",he's loads of cushions.,LAUGHTER
"00:16:51,399 --> 00:16:54,399","Brad Pitt, also a great big fan.",That was the best night of my life.
"00:16:53,399 --> 00:16:57,399",That was the best night of my life.,I'm happy.
"00:16:51,399 --> 00:16:57,399","Brad Pitt, also a great big fan.",I'm happy.
"00:18:02,400 --> 00:18:37,400","and someone went, it's Brad Pitt, and I was like, oh...","emoji heart eyes being like, this is just the greatest moment of my life."
"00:18:21,400 --> 00:18:37,400",The person who was my friend ended up doing the highest bid.,"emoji heart eyes being like, this is just the greatest moment of my life."
