timestamp_range,cause_text,emotion_text
"00:01:17,960 --> 00:01:21,560","Now at Ponton's, this used to take the roof off, right?",LAUGHTER
"00:03:11,839 --> 00:03:15,839",No one comes like that.,LAUGHTER
"00:03:11,839 --> 00:03:15,839",No one comes like that.,LAUGHTER
"00:03:46,879 --> 00:03:52,520","I'll be like, do-do-do-do-do-do-do-do-do.",LAUGHTER
"00:04:00,520 --> 00:04:04,520",Give it a little...,LAUGHTER
"00:03:57,520 --> 00:04:06,520",It's not a Ryan Airflite when a Ryan Airflite lands.,"Oh, yeah."
"00:06:36,519 --> 00:06:42,519",And I was wearing my mother's underwear.,"And I went, oh, God, no!"
"00:08:23,519 --> 00:08:35,519",I think it's the greatest collaboration I've ever had in my career.,Everyone is just completely and totally stunned by what she does.
"00:08:23,519 --> 00:08:36,519",I think it's the greatest collaboration I've ever had in my career.,It's all...
"00:09:00,519 --> 00:09:03,519","People are saying, it's like, I just want to get out of the way. I'm a huge fan of yours and...",Oh!
"00:10:21,519 --> 00:10:24,519",Produced the whole album.,Wow.
"00:10:20,519 --> 00:10:24,519",He produced the whole album.,Wow.
"00:11:31,519 --> 00:11:39,519",Yes. So Farell was in an environment created by Snoop.,LAUGHTER
"00:12:42,519 --> 00:12:46,519","being circumcised, I said.",LAUGHTER
"00:13:13,519 --> 00:13:18,519","Next day, I happened to be seeing my doctor.",LAUGHTER
"00:13:27,519 --> 00:13:31,519","Well, he was down there.",LAUGHTER
"00:13:58,519 --> 00:14:04,519","So he looked down again and he said, Hey, I'm Jewish.",I know the difference.
"00:14:42,519 --> 00:14:46,519",It was prototype. It was awful.,LAUGHTER
"00:15:16,519 --> 00:15:19,519",and 100% crap.,LAUGHTER
"00:16:31,519 --> 00:16:35,519",The giant haystack.,"No, I love it."
"00:16:31,519 --> 00:16:35,519",The giant haystack.,"No, I love it."
"00:16:33,519 --> 00:16:36,519","No, no.",I love it.
"00:19:35,519 --> 00:19:40,519","I'm not having my specs and he's like, oh my god.",Can we not flip him and just get him out of here?
"00:21:40,519 --> 00:21:48,519",I have a phobia of being chased around with poop on a stick.,LAUGHTER
"00:27:12,519 --> 00:27:15,519",All of a year.,"Oh, wow."
"00:27:54,519 --> 00:27:58,519",Lots changed in the last five years for you.,"Oh, good, mom."
"00:27:51,519 --> 00:27:56,519",So lots changed in the last five years for you.,"Oh, good, mom."
"00:30:11,519 --> 00:30:15,519","And the kids were so like, you were nominated for Teacher of the Year, weren't you?","Yes, I was great."
"00:30:25,519 --> 00:30:32,519",that's taken very seriously and rightly by the hard-working teaching community.,"And my head teacher called me in, and he was wetting himself laughing."
"00:31:51,519 --> 00:32:08,519","well, what could be a fun thing? Well, what if a fun thing, one of the fun things was he has this ability to Smolder, and it just takes over him.","And then, just do it. And everywhere, everyone likes it. And everyone loves it."
"00:37:46,519 --> 00:37:50,519",Because I love Star Trek.,I'm such a nerd.
"00:38:16,519 --> 00:38:19,519",We're going to give you the Gorn Head.,"Oh, wow."
"00:38:16,519 --> 00:38:19,519",We're going to give you the Gorn Head.,"Oh, wow."
"00:39:14,519 --> 00:39:16,519","Oh, yeah.","Oh, fabulous."
"00:39:14,519 --> 00:39:16,519","Oh, yeah.","Oh, fabulous."
"00:39:43,519 --> 00:39:45,519",Somebody was playing Neo.,Wonderful.
"00:42:05,519 --> 00:42:15,519","And Kate, you did some great characters on Silent Live.",Thank you so much.
"00:42:11,519 --> 00:42:15,519",Justin Bieber is spookly accurate.,Thank you so much.
"00:42:13,519 --> 00:42:16,519",Thank you so much.,That is incredible.
"00:42:59,519 --> 00:43:08,519","Yes, you want to look as though you've done something wrong, but like...",LAUGHTER
"00:43:52,519 --> 00:43:57,519","And I want to say, and he has Vanessa and she's 350 pounds thin.",LAUGHTER
"00:44:17,519 --> 00:44:21,519","No name, it's Goldie Han.",LAUGHTER
"00:44:24,519 --> 00:44:28,519",would you believe I got a grown-up daughter?,"And you go, yes!"
"00:45:42,519 --> 00:45:46,519",instead of going to Miami.,LAUGHTER
"00:46:31,519 --> 00:46:35,519",so where you from?,LAUGHTER
"00:46:31,519 --> 00:46:35,519","But if you're in a bar and a guy goes, so where you from?",LAUGHTER
"00:46:18,519 --> 00:46:35,519",Because they didn't know which...,LAUGHTER
"00:46:18,519 --> 00:46:53,519",We loved you as the Dini in a lap.,"Oh, that was fun."
"00:47:36,519 --> 00:47:40,519","Hi, Graham.",LAUGHTER
"00:48:18,519 --> 00:48:24,519",Alicazam.,Wow.
"00:49:10,519 --> 00:49:13,519",Good Nick.,Yes!
"00:49:26,519 --> 00:49:35,519","Good work. Good work, Nick.",Well done.
"00:49:11,519 --> 00:49:13,519","Oh, there he is.",Yes!
"00:50:00,519 --> 00:50:04,519",Get ready for an Alicazam.,Yeah!
"00:50:00,519 --> 00:50:04,519",Get ready for an Alicazam.,Yeah!
"00:50:35,519 --> 00:50:39,519",Stop texting him. He's not interested.,Yeah!
"00:51:14,519 --> 00:51:18,519","Don't worry, girls love that you have got a third nipple.",Woo!
"00:51:14,519 --> 00:51:18,519","Don't worry, girls love that you have got a third nipple.",Woo!
"00:51:55,519 --> 00:51:58,519",There we go!,Oh!
"00:51:57,519 --> 00:51:59,519",Oh!,There we go!
"00:51:58,519 --> 00:52:00,519",There we go!,Oh!
