timestamp_range,cause_text,emotion_text
"00:00:35,840 --> 00:00:47,799","And then all of a sudden he burst out and said, Harry Potter.",So funny.
"00:01:20,560 --> 00:01:23,079",I'm kidding.,That's great.
"00:01:20,560 --> 00:01:23,079",I'm kidding.,That's great.
"00:02:46,520 --> 00:02:51,480",on the Dalmatian coast that happened to be a nude beach.,LAUGHTER
"00:02:53,840 --> 00:02:57,760",This is me with my puppy.,LAUGHTER
"00:02:57,760 --> 00:03:01,760","No, I'll just crack one off now, then.",LAUGHTER
"00:03:10,960 --> 00:03:15,000",A full close-up of it.,LAUGHTER
"00:03:26,439 --> 00:03:29,839",That in an envelope from Mr Mac.,LAUGHTER
"00:03:32,359 --> 00:03:35,239",He's like this.,LAUGHTER
"00:03:36,239 --> 00:03:41,079",We'll go to the comments and then 15 copies were all my favourite.,LAUGHTER
"00:03:47,159 --> 00:03:50,159",To get replies without a bat.,LAUGHTER
"00:03:50,159 --> 00:03:54,159","Oh, I've licked it better this time.",LAUGHTER
"00:03:54,159 --> 00:03:57,159",This is a beautiful job.,LAUGHTER
"00:03:57,159 --> 00:04:01,159","That's a beautiful job, yeah.",LAUGHTER
"00:04:01,159 --> 00:04:06,159","That's beautiful, darling. That's beautiful.",LAUGHTER
"00:03:29,839 --> 00:03:34,239",This is very good.,LAUGHTER
"00:03:36,239 --> 00:03:41,079",We'll go to the comments and then 15 copies were all my favourite.,LAUGHTER
"00:04:59,160 --> 00:05:07,160","If you're asked where your keys are, you'll say they're where I put them, in which case you're a good human. Or you'll say they're where I left them, in which case you will die of dysentery.",LAUGHTER
"00:05:11,160 --> 00:05:14,160","In relationships, you always get one with the other, you always get a potter with a lever, because two potters will kill each other.",LAUGHTER
"00:05:15,160 --> 00:05:21,160","And it's justified, you know, because I've always been the potter. So I've always been the one going, no, that goes there and that's please, love me.",LAUGHTER
"00:05:01,160 --> 00:05:07,160","Or you'll say they're where I left them, in which case you will die of dysentery.",LAUGHTER
"00:05:11,160 --> 00:05:14,160",because two potters will kill each other.,LAUGHTER
"00:05:15,160 --> 00:05:20,160","And it's justified, you know, because I've always been the potter.","So I've always been the one going, no, that goes there and that's please, love me."
"00:05:17,160 --> 00:05:21,160","So I've always been the one going, no, that goes there and that's please, love me.",LAUGHTER
"00:05:49,160 --> 00:05:53,160","I don't want to be the nutter on stage, she's going,",I can only eat blue ones.
"00:05:51,160 --> 00:05:55,160",I can only eat blue ones.,LAUGHTER
"00:08:28,160 --> 00:08:32,160",With the hidden pattern.,Oh!
"00:08:44,159 --> 00:08:48,159",Tell you what day to wear them on!,Yes!
"00:08:44,159 --> 00:08:48,159",Tell you what day to wear them on!,Yes!
"00:11:31,159 --> 00:11:41,159","One of his visuals of his mother is like walking up with sandals, skirt, topless, bedded snake and bloody machete.",And a smile.
"00:11:31,159 --> 00:11:41,159","One of his visuals of his mother is like walking up with sandals, skirt, topless, bedded snake and bloody machete.",And a smile.
"00:15:20,159 --> 00:15:25,159",We had long red dress with that white face.,She looked like a ketchup bottle.
"00:00:07,500 --> 00:00:12,500","Hey, I got you the tickets you wanted!","Oh my god, really?! I'm so happy!"
"00:00:07,500 --> 00:00:18,000","Hey, I got you the tickets you wanted!",I can't believe it! We're going to see them live!
"00:00:07,500 --> 00:00:22,000","Hey, I got you the tickets you wanted!",This is the best surprise ever! Thank you!
"00:00:07,500 --> 00:00:38,000","Hey, I got you the tickets you wanted!",You are the best! I love you so much!
"00:00:45,000 --> 00:00:52,000",Let's go grab some dinner!,That sounds amazing! I'm so excited!
