timestamp_range,cause_text,emotion_text
"00:01:30,000 --> 00:01:42,000","Okay, ladies and gentlemen, on the left, they call him the postman. Because he always delivers. It's the undisputed, heavyweight champion of the world, Anthony Joshua!",APPLAUSE
"00:01:32,000 --> 00:01:40,000",Because he always delivers.,"It's the undisputed, heavyweight champion of the world, Anthony Joshua!"
"00:02:40,000 --> 00:02:44,000","Oh, thank you.",You're welcome.
"00:03:12,000 --> 00:03:16,000",Thank you.,Thank you.
"00:04:01,000 --> 00:04:03,000",Yes.,Oh!
"00:04:01,000 --> 00:04:03,000",Yes.,Oh!
"00:04:02,000 --> 00:04:04,000",Oh!,Beautiful.
"00:04:06,000 --> 00:04:12,000","Hi, way to go.",Thank god you are really amazing!
"00:05:01,000 --> 00:05:05,000",No one comes like that.,LAUGHTER
"00:05:01,000 --> 00:05:05,000",No one comes like that.,LAUGHTER
"00:06:06,360 --> 00:06:10,759","Oh, Doshas Ali, ex-veer stick, fragile Kelly Rupus.",Oh!
"00:06:06,360 --> 00:06:10,759","Oh, Doshas Ali, ex-veer stick, fragile Kelly Rupus.",Oh!
"00:06:59,080 --> 00:07:10,200","Jonah, Jonah, Bobona, Bonana, Fena, Fafona, Mima, Momona, Jonah.",LAUGHTER
"00:07:00,840 --> 00:07:10,200","Jonah, Jonah, Bobona, Bonana, Fena, Fafona, Mima, Momona, Jonah.",LAUGHTER
"00:07:23,480 --> 00:07:29,400","And then he said, it was quiet again, and he said, do me.",LAUGHTER
"00:07:37,240 --> 00:07:52,040","And I was like, Morgan Morgan, Boborgan, and Boborgan.",LAUGHTER
"00:08:03,480 --> 00:08:07,000","Do the blitz, because it is worth seeing.",LAUGHTER
"00:08:15,480 --> 00:08:21,639",Yeah. Tell me more. That is.,LAUGHTER
"00:08:44,919 --> 00:08:48,519","I mean, take this, Merrill Streep.","Oh, look at that."
"00:10:56,919 --> 00:11:27,919",They let me dance there for free because I was a guy.,In joy.
