timestamp_range,cause_text,emotion_text
"00:01:31,040 --> 00:01:46,040","All right. Did you know it was illegal to laugh loudly in Hawaii? Yeah, you got to keep a low-haw.",That's good.
"00:01:36,040 --> 00:01:46,040","Yeah, you got to keep a low-haw.",That's good.
"00:02:38,039 --> 00:02:40,039",Congratulations.,"Thank you, man."
"00:04:34,039 --> 00:04:37,039",They rock with it?,You passed the test and you're like...
"00:06:06,040 --> 00:06:11,040",They both were a little rocky.,That's why you were a community.
"00:06:06,040 --> 00:06:11,040",They both were a little rocky.,That's why you were a community.
"00:06:16,040 --> 00:06:19,040",Yeah.,I just really wanted to take for it.
"00:06:53,040 --> 00:06:58,040",She said it still had a little crack in it.,You got it.
"00:06:53,040 --> 00:06:58,040",She said it still had a little crack in it.,You got it.
"00:09:23,759 --> 00:09:37,159",You literally are one of the greatest storytellers of our time and for you to take the stuff that we have known for and your stand up and hearing all these amazing stories and now,"Thank you, man."
"00:10:23,759 --> 00:10:36,000","Ireland, it's Dublin.",You're a comedic genius.
"00:10:23,759 --> 00:10:36,000","Ireland, it's Dublin.",You're a comedic genius.
"00:11:53,399 --> 00:11:57,399",Because he wanted some cold cuts.,"Yeah, that's good."
"00:13:59,399 --> 00:14:02,399","No, I'm not laughing, Nick, because it was stupid.",Okay?
"00:14:15,399 --> 00:14:21,399",You got the good delivery of jokes going land.,"Oh, wow."
"00:15:01,399 --> 00:15:03,399",You didn't know that?,I did not.
"00:17:22,280 --> 00:17:34,280",You can go up your ass with saying that.,It's amazing.
"00:17:31,280 --> 00:17:35,720",It's amazing.,A Dion Cole.
"00:19:08,680 --> 00:19:17,680",I'm going to do one more.,"Oh Nick, this is crazy."
"00:20:40,680 --> 00:20:44,680",My little boy is growing up.,"Get ready to be amazed by your boy, little kid."
