timestamp_range,cause_text,emotion_text
"00:00:23,000 --> 00:00:38,000","I just thought maybe you'd like to film more at home, you know?",Yeah!
"00:00:23,000 --> 00:00:39,000","I just thought maybe you'd like to film more at home, you know?",Holy moly!
"00:00:29,000 --> 00:00:38,000",I don't even know how you knew that I went to jail.,Yeah!
"00:00:29,000 --> 00:00:39,000",I don't even know how you knew that I went to jail.,Holy moly!
"00:03:55,000 --> 00:04:02,000",They said she had a mean flow.,I like that one.
"00:04:23,000 --> 00:04:28,000",Because the white guy actually did it?,Oh.
"00:05:12,000 --> 00:05:19,000",It's when the devil tells the priest to get out of the child.,Oh.
"00:06:34,000 --> 00:06:43,000",One sharks between here and fish her with two.,Yeah!
"00:06:34,000 --> 00:06:43,000",One sharks between here and fish her with two.,Yeah!
"00:08:55,000 --> 00:08:59,000",Mm-hmm.,It's clever.
"00:09:56,000 --> 00:10:01,000","I wanted to say, if you just need to be resting and be bee on your belly.","Yeah, be good, it's so good."
"00:12:42,000 --> 00:12:46,000",South of Lanzadil.,"Yeah, nice one."
"00:13:39,000 --> 00:13:44,000",Via lockdown.,"Oh, it's like LinkedIn."
"00:13:57,000 --> 00:14:03,000",What are you called children born in a whole house?,Brothel sprouts.
"00:14:01,000 --> 00:14:12,000",Brothel sprouts.,That's good.
"00:14:40,000 --> 00:14:45,000","Thank you, Shar, though, because that was a love apparently.",That was funny.
"00:15:26,000 --> 00:15:36,000",Loading the dishwasher.,That's not funny.
"00:15:34,000 --> 00:15:40,000",That's not funny.,That's terrible.
"00:15:38,000 --> 00:15:56,000",That's terrible.,I love stepmother porn.
