timestamp_range,cause_text,emotion_text
"00:00:28,280 --> 00:00:40,520",Good afternoon good morning good morning good afternoon good morning Matthew. How are you good morning?,"Yes, I am very good. I'm so excited. Yeah, I'm very good. I'm very very good. I'm excited. I'm nervous. I'm horny"
"00:03:42,439 --> 00:04:19,439",That was really good. Thank you. That was really good. Mm-hmm. That was really good,Happy days cheers
"00:03:21,240 --> 00:03:25,960",Here we go,Damn it all right
"00:03:23,960 --> 00:03:27,960",Damn it all right,It's gonna be a very good day today
"00:03:42,439 --> 00:04:19,439",That was really good. Thank you. That was really good. Mm-hmm. That was really good,Happy days cheers
"00:06:19,079 --> 00:06:28,719",Here we go. Ready. Mm-hmm talking about circumcision. How do you circumcise a burden?,"Kick his sister in the jump fucking hell yeah, yeah, I think we're not new to this"
"00:06:24,439 --> 00:06:35,000","Kick his sister in the jump fucking hell yeah, yeah, I think we're not new to this","Wow, can I get it? Let me do it. I got it"
"00:11:04,200 --> 00:11:10,200",Yeah?,That's so fun.
"00:11:22,200 --> 00:11:28,200","I'm just looking at...oh man, it was such a good time.",Yeah!
"00:11:22,200 --> 00:11:28,200","I'm just looking at...oh man, it was such a good time.",Yeah!
"00:11:48,200 --> 00:12:00,200","Oh, this is good shit!","Oh, that one tastes like medicine."
"00:12:42,200 --> 00:12:46,200",Because that was funny.,I didn't say it coming.
"00:12:40,200 --> 00:12:44,200",Don't do a snake attack on me.,Because that was funny.
"00:13:42,200 --> 00:13:46,200",Then why didn't you get me in this area?,"This is so much fun, dude."
"00:14:46,200 --> 00:15:04,200",I win 13.,Huh!
"00:15:58,200 --> 00:16:04,200",He has old hobbits die hard.,Thank you.
"00:16:02,200 --> 00:16:06,200",Thank you.,Thank you.
"00:16:20,200 --> 00:16:24,200",I got two from two.,You sat on there.
"00:16:06,200 --> 00:16:10,200",Congratulations.,Yeah!
